,0,1,2,3,4,5
56,2620,Athens Walks Tour Company,Date of Delivery,https://docs.google.com/spreadsheets/d/1NsIG4zo8oiqtKBhxU4qdm-jlB9lYtMTPFmY-PXw4Ntc,13141,No
57,2574,Let's Book Travel Single Member Private Company,Date of Delivery,https://docs.google.com/spreadsheets/d/1ALfYvihqXZQcl3LHyry2FaArQES7eBE-HUWvbViCzJY,13142,No
58,1538,Premiant tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1PGfmCwlHLCl_jO3_7QLweiEX_lQSn_hMwfDOY6iJp_Q,13143,No
59,2679,Margaret River Region Caves and Lighthouses,Date of Delivery,https://docs.google.com/spreadsheets/d/1hs9ik0Fvvvv2rN-qFv6l3EnMPzK2rDuNTjxpIPrp4Ok,13144,No
60,2740,CINEAQUA,Date of Delivery,https://docs.google.com/spreadsheets/d/12GvN6XgvioS1AGw0N6LBLyO-7Bg9g7kIkALvU5A8VWE,13145,No
61,2159,ExperienceFirst_NYC,Date of Delivery,https://docs.google.com/spreadsheets/d/1J06ert6ZOqxpWVReCZM46IYAvdqG2hP3Dj-TQRWKTmQ,13146,No
62,1384,Turisme de Barcelona,Date of Delivery,https://docs.google.com/spreadsheets/d/18gRDFD6dDfygPdXr1H52xi7OPeNvDKeVY_bWvFCRPgo,13148,No
63,1676,Park Viaggi,Date of Delivery,https://docs.google.com/spreadsheets/d/1GsyJJLHqCKLI828jrBtf8lom-NO0if5ZDAQj4oZ8fGE,13149,No
64,1576,Casa Vicens,Date of Delivery,https://docs.google.com/spreadsheets/d/1MKB4wQPR7JtoMk3CdPvOI-IgRgXYPzlv2phTrd2Jt4Y,13150,No
65,1413,Bateaux Mouches,Date of Delivery,https://docs.google.com/spreadsheets/d/1t7qV5YhyiL3kwes96INixLslDuf-_Wr78hnbIukq5Ic,13151,No
66,1737,See Your City,Date of Delivery,https://docs.google.com/spreadsheets/d/1sT4gMoy0Z5KWaGIgquOxiU5CwtsYz-6d-9gqnkRvUno,13152,No
67,1805,error,"{""error"": ""RecordInvalid"", ""description"": ""Record validation errors"", ""details"": {""email"": [{""description"": ""Email: danielle.russo@wheninrometours.com is already being used by another user"", ""error"": ""DuplicateValue""}]}}",,,
68,1897,Tourism Business Development 360 S.L (Tours For Today),Date of Delivery,https://docs.google.com/spreadsheets/d/1qPvyBozo7dvvVvvGBn4ypfkmMK4fXwzsR4xRMGNlUy0,13153,No
69,2349,The Aquarium of Western Australia,Date of Delivery,https://docs.google.com/spreadsheets/d/1u_qDkaSLWqKmMrIHhkYk9YYCsREVXYDjh1iAIG3rWi0,13155,No
70,2556,Weekend a Firenze srl,Date of Delivery,https://docs.google.com/spreadsheets/d/1hUXsiGMFL8ZyJCrvGE0IbvoMa6oldbydD-8bqWL_j3Y,13156,No
71,2644,Museum of Illusions Vienn,Date of Delivery,https://docs.google.com/spreadsheets/d/1DlbTkY-cq9AxP7Bwepde9FNoOjx5cV2pflnAq-n8eQc,13157,No
72,2691,AT Cracow s.c.,Date of Delivery,https://docs.google.com/spreadsheets/d/1Ta5YV3yh_9yKVU5WOwmBjfJQI_fF7HaaKyj-Z4YabD4,13158,No
73,1709,Dutch Oriental,Date of Delivery,https://docs.google.com/spreadsheets/d/1wNOTvg7LezDDdwmvzB-IHeazSanJ24iSuaNtu259z0M,13159,No
74,2807,Summit One Vanderbilt,Date of Delivery,https://docs.google.com/spreadsheets/d/1yUTd9ZTlQM9M3M9ltrPToMu8F2HlGp1luDaI5k2PRaA,13160,No
75,1009,Thames River Services,Date of Booking,https://docs.google.com/spreadsheets/d/1Q-BYmmulwBVwyQVIjzMcAAo14130mlzSNtkV3gdKJsY,13161,No
76,2236,All Poland Sp. zoo,Date of Delivery,https://docs.google.com/spreadsheets/d/1wptqO-IwkZooL222rbXC66PcmqsxMLkH7eeLvA6JOO8,13162,No
77,204,Xclusive Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1qwyQDntp8F-sgS__Gv0kuj0kddbhdlaqLv6DVfZFDFY,13163,No
78,2622,Espacio Trafalgar SL,Date of Delivery,https://docs.google.com/spreadsheets/d/1I4TNoXqcUJ1E1vQseapgJLLqDzOwteAok4-eh6SUN5o,13164,No
79,2683,Top Tour Sightseeing GmbH & Co OHG,Date of Delivery,https://docs.google.com/spreadsheets/d/1qKeqDRqbAHfPSm0qJGLnba-WcxSfKnOjrhzMi0oqj5c,13165,No
80,2104,Turismo Torino e Provincia	,Date of Delivery,https://docs.google.com/spreadsheets/d/1lQ4yBcRvfQ-HrGrjhBgvyUVdx1y_w8XFDBgrqUECYjY,13166,No
81,2124,Compagnie des Alpes - Grévin Museum,Date of Delivery,https://docs.google.com/spreadsheets/d/1D9L6Q2cvxhsQKVEXleSR1tN_bKlmdUPSwPdZOYxdM6Q,13167,No
82,1444,Big Bus Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/194PmR224DsqT5CvLa4lEtB5l_eCTMcFJvkT0XLlC7eA,13168,No
83,2774,Het Scheepvaartmuseum (The National Maritime Museum),Date of Delivery,https://docs.google.com/spreadsheets/d/1AFnC2jtbPwldktp0N0h4LEersAPXw6WcVMDZf4Il-zw,13169,No
84,2183,English Heritage,Date of Delivery,https://docs.google.com/spreadsheets/d/1Kt1uQ2-6kjZYWqAqDAJgy4oPgCeGvBzFxOb5NdszIHE,13170,No
85,2830,Show me Italy High Season,Date of Delivery,https://docs.google.com/spreadsheets/d/1AUIYZwvC9MsL_ENl8WpfERFZFw04FuZmn4SXSx2oqfM,13171,No
86,1536,Get Prague Guide,Date of Delivery,https://docs.google.com/spreadsheets/d/1DfZyCRXmDCxC-UpKm-y7lbTPBLfR5rTN6UuGqubpY1M,13172,No
87,1385,Ciao Florence Tours & Travels,Date of Delivery,https://docs.google.com/spreadsheets/d/1xvN698kpumWBYrS7Poy2LLbh8YkFCQE9UB0f6-Vv7Hg,13173,No
88,215,Oberoi Cruise,Date of Delivery,https://docs.google.com/spreadsheets/d/1NbMcLez2yeHsQOtkYBEJ4HLMLGDxMMEXZxf3jGrkZO0,13174,No
89,2601,Wildlife Coast Cruises,Date of Delivery,https://docs.google.com/spreadsheets/d/1Be3M21VWQHZb2SoSK1g0BraYr1pgtY5H9ypJ-3Iv5B4,13175,No
90,2082,CENTRE ESPORTIU MANACOR S.L,Date of Delivery,https://docs.google.com/spreadsheets/d/1L2xSNB26y1R-j1gIhjWc-PwWooT8HnT0Q_ptGWv6AbY,13176,No
91,2649,D'Uva srl,Date of Delivery,https://docs.google.com/spreadsheets/d/1opx6ilTwlDrm-Bry6d5ngu21o1zqDPW1qcoUDhPlCq4,13177,No
92,2764,Batobus,Date of Delivery,https://docs.google.com/spreadsheets/d/13feScwHdnHHsJA1_ZaQaMOOx-HpzDYnoKnAlyQQsQ0c,13178,No
93,1400,Ski Dubai,Date of Delivery,https://docs.google.com/spreadsheets/d/1oigm81fEZ3SdPctWxNuVD9qE4iXl2TI816QHxOH8b_g,13179,No
94,2099,Casa Natal Pablo Picasso,Date of Delivery,https://docs.google.com/spreadsheets/d/10MY-IwxDmgAWHuvQY8sadOOMu7mZYcnTFrRkY1FNnLM,13180,No
95,1768,error,"{""error"": ""RecordInvalid"", ""description"": ""Record validation errors"", ""details"": {""email"": [{""description"": ""Email: financien@iamsterdam.com is already being used by another user"", ""error"": ""DuplicateValue""}]}}",,,
96,2340,Bonorong Wildlife Sanctuary,Date of Delivery,https://docs.google.com/spreadsheets/d/1nx0LYn9ej_VqLS9t6fwASzC2FbDNlL8HYbMsbNarS7M,13181,No
97,2233,Transylvanian Wonders SRL,Date of Delivery,https://docs.google.com/spreadsheets/d/1Y-a8QuX_a12CIxwbKDfHW4kuRwh8H0yHLZ8mOp9ilRo,13182,No
98,2316,Palacio de las Dueñas,Date of Delivery,https://docs.google.com/spreadsheets/d/1GW-JP2DDPdcRuoexKeH9PsVRI0yj7Up-VbEIxn5A1rc,13183,No
99,2825,CINEAQUA High Season,Date of Delivery,https://docs.google.com/spreadsheets/d/1iqFUbG7_TAHkGsendKg7baJopIqlaiiUppMRptzrI_c,13184,No
100,1846,NHUE- Visit Granada,Date of Delivery,https://docs.google.com/spreadsheets/d/10n7Y2yfKtVVyb5GLDma4sWvjouK-iGpR1zccqTnGC_w,13185,No
101,2695,Aqua Fun Krystian Kapusta,Date of Delivery,https://docs.google.com/spreadsheets/d/11V9ty45TqbgQ_q0ZUH2s5YZuRuBnQloltA0Ppege9gg,13186,No
102,1977,Melbourne River Cruises,Date of Delivery,https://docs.google.com/spreadsheets/d/1K9S49jnpGL1ruooaAcKwDzqoKJXQGAgTZrx_VAeVbwA,13187,No
103,2816,EL GROUP (Kraków Touring),Date of Delivery,https://docs.google.com/spreadsheets/d/1N9YcJqL5ZdU4d0UMLj0EGTfsgmB0GyxpqlJJIXNKGeo,13188,No
104,1015,Green Line Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1Gr2OPCIMIYLwKNp0P5mFwQ95e2KjHrg4gQCfFdl9zqA,13189,No
105,2736,Sea West,Date of Booking,https://docs.google.com/spreadsheets/d/1ItJ1m5ch9KaQd7m_CC1lhLJSx9-Lnv3LAss7oezfPcg,13190,No
106,1123,Paradis Latin,Date of Delivery,https://docs.google.com/spreadsheets/d/1Q7wf6qw1RW334j2DLT4fuia-ebvQ00EZldF-OuboBF0,13191,No
107,2613,Moco Museum,Date of Delivery,https://docs.google.com/spreadsheets/d/1lj2Sihc3WLQsnWFpitt0otKdSpt1NCX_LZvjusuSSBQ,13192,No
108,2171,Global Tours and Tickets,Date of Delivery,https://docs.google.com/spreadsheets/d/1tmVa7DkNHid62CblYuVyahCwTvb0td9FojKaWJApA9g,13193,No
109,2714,Tempio Travels,Date of Delivery,https://docs.google.com/spreadsheets/d/1_ZuNd2hExM9Ww1KjHY8Xhw4ZN_8wSyePhnFcPVO47II,13194,No
110,1525,Bucintoro Viaggi,Date of Delivery,https://docs.google.com/spreadsheets/d/1mIp-ibBZwZZJtUxVovRX1a1ziq-hzLnFplJzwRTK-6k,13195,No
111,1634,Zani Viaggi,Date of Delivery,https://docs.google.com/spreadsheets/d/1NUHLsNNhUXj7IoZ1rCOrpWR03FaXjzDoQ8Ab6_vprb4,13196,No
112,2635,Crocosaurus Cove,Date of Delivery,https://docs.google.com/spreadsheets/d/156ZhzRvruCmknGCPIXGitKTnYHjlYm1bnDkVkz3AaCM,13197,No
113,1412,Heli NY,Date of Delivery,https://docs.google.com/spreadsheets/d/1xR5AYx3SyQvmasgG_j4yjKP00r3caQu6ywUpWrmKTrE,13198,No
114,1678,GRAY LINE MUNICH SIGHTSEEING,Date of Delivery,https://docs.google.com/spreadsheets/d/1ld9aEw0M1I_pPxv2sjEb-dApKyBlBQ3jTqwfLkVewv8,13199,No
115,2690,Mary Valley Rattler,Date of Delivery,https://docs.google.com/spreadsheets/d/1XV8PaRFn3S4feOLsOD9gH3ETkEjHgENJoyi2a0zRVxs,13200,No
116,2703,Adventure Moreton Island,Date of Delivery,https://docs.google.com/spreadsheets/d/1hAV7fXE4_2CSD-m4DpMCJcY0lTOlHXIW_bMVbEmZahI,13201,No
117,1932,Travel Etc.,Date of Delivery,https://docs.google.com/spreadsheets/d/1zpGtwy_aGkiVwNZLNXm2wyAT4NM4m0QGCayhMjlne_c,13202,No
118,2747,DDR Museum Berlin GmbH,Date of Delivery,https://docs.google.com/spreadsheets/d/15AQ_6Mtsq7AWoV14GIiaBNxQslENLerSjBBhFZK0ZIQ,13203,No
119,1689,BWSG Berliner Wassersport und Service GmbH,Date of Delivery,https://docs.google.com/spreadsheets/d/1BY2HRD_OCwW-2eTZp55d46_30PGTs0bAKQBMVSSnpio,13204,No
120,1632,Baisan Travel LLc,Date of Delivery,https://docs.google.com/spreadsheets/d/1-7moqcDsJj0I-TxdyrldeY8ChOQnoHEErCwFOCtpInw,13205,No
121,2590,Meteora Trip,Date of Delivery,https://docs.google.com/spreadsheets/d/11lxHJmP_yBbyhlHMvKyhYy4ZohNqHUufv6CNO_e6khM,13206,No
122,1642,Sevilla Inside,Date of Delivery,https://docs.google.com/spreadsheets/d/1hd3sc505OQ3rh3ujQBza5fpB6wdM8IxtS12rGZAGVfU,13207,No
123,2741,Big Bus Tours_aed,Date of Delivery,https://docs.google.com/spreadsheets/d/11VtOR6g_SRfq7dKHDDDNyXmSo3QiUvRvZcXnuHbSIdQ,13208,No
124,2820,D. Swarovski Tourism Services GmbH,Date of Delivery,https://docs.google.com/spreadsheets/d/1N5AZ7-nw2YiAUDgbWxaktWJRbUAbJxHoFd-xRduqP_M,13209,No
125,1827,Royal Botanic Gardens Kew,Date of Booking,https://docs.google.com/spreadsheets/d/1blWkOeTCyWH0Rgzp3pu4GKHgb8E7D_GvnsogGQfRm5w,13210,Yes
126,2566,CGN SA,Date of Delivery,https://docs.google.com/spreadsheets/d/1-54gMY8eEMkUkBsttQNaDwCGTQsYUKLljtnu0zBQOZE,13211,No
127,1631,Wembley Stadium,Date of Delivery,https://docs.google.com/spreadsheets/d/1egX0BQAyvol3LLX99qlJAnm3649ltBHLkC8jNPVFBQc,13212,No
128,1569,Love Boats,Date of Delivery,https://docs.google.com/spreadsheets/d/1_z3lw-8-7JYSjWz5lWWxfb_1YkyOV5K4lvYZRvhvo6Q,13213,No
129,2569,Gruppo Guide Etna Nord,Date of Delivery,https://docs.google.com/spreadsheets/d/1rj2PUzhgnc5SRjY-WOCUV3pAVT9GV3GgZqp_sIGv58s,13214,No
130,2623,Quack'R'Duck,Date of Delivery,https://docs.google.com/spreadsheets/d/1xk11hZEOM1tUCxEKVhfO4CMHPfcUD_eK4LsgOLlRN_s,13215,No
131,1433,Thames Clippers,Date of Delivery,https://docs.google.com/spreadsheets/d/1W83OqALxV1TS02Mrc_1bvkKPr0xhzy1AQbS2ydsQ4i4,13216,No
132,2605,ACCORD ITALY SMART TOURS & EXPERIENCES,Date of Delivery,https://docs.google.com/spreadsheets/d/10ZwbZNbmrCP6F9I_aGEwmiRXqkjmUkAnpWCV6prc2bo,13217,No
133,2061,Thames Rockets,Date of Delivery,https://docs.google.com/spreadsheets/d/1X7qCDcZvemU9hG6rzPtGaZ6cGy_y1qAoNdhtnZRTAiU,13218,No
134,2018,Fun in Prague,Date of Delivery,https://docs.google.com/spreadsheets/d/1hfrbmWDWQ3lj-UvyhXLn0OjyIHehyZqvxlDiD4pyrz0,13219,No
135,2654,iFLY Gold Coast,Date of Delivery,https://docs.google.com/spreadsheets/d/1y8YhnHnLaj8LFP4P84CSzSFQs1imyXEhBPlK-MRL_-4,13220,No
136,2241,Vidi Guides,Date of Delivery,https://docs.google.com/spreadsheets/d/1LgyktcVfPADd3EF5DzMh_8M4qD07tIWZJLAnXWShJlA,13221,No
137,1710,Paris Trip,Date of Delivery,https://docs.google.com/spreadsheets/d/1eaeohGJC2xlauAIsSzhyImtZLeh_O5_m8S5z2dCXQ98,13222,No
138,2026,Sat Mexico,Date of Delivery,https://docs.google.com/spreadsheets/d/121Ju_YJ8O8clNwvIuKXYviZjYtoBNkZCAdhgIskro4I,13223,No
139,1550,Amigo Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1KBbgbHTPmXS9Q2zACimwWVTNdRmh4xR6ASZo15P_NPI,13224,No
140,2576,Etna and Sea di Andrea Giuseppe Lo Bue,Date of Delivery,https://docs.google.com/spreadsheets/d/19JRj-PtO08LJaH19mvL3T8gDBgByGZpOfUx_PxrkFA4,13225,No
141,1807,Sealink Captain Cook Cruises,Date of Delivery,https://docs.google.com/spreadsheets/d/1QclWe_PEOsjlQtl-gzXUgunOq72LQ0xeJg1YaGiI6f8,13226,No
142,2650,Pennicott Wilderness Journeys,Date of Delivery,https://docs.google.com/spreadsheets/d/11tJZbzc030lFeJ3rhZPnSd8HhbyOoGKiO4i60desICo,13227,No
143,2661,SKYPARK CAIRNS BY AJ HACKETT,Date of Delivery,https://docs.google.com/spreadsheets/d/1slt_1p5CYOu9nd4KgDxOdnSATeS1ZrM_MTaA4ZpP69M,13228,No
144,2827,ACCESS Dubrovnik,Date of Delivery,https://docs.google.com/spreadsheets/d/1xHx4jHzlcB3t9GamcdL6PeQW2vB4Xn2bCgzbSvsGnoE,13229,No
145,2596,Museum of Cycladic Art,Date of Delivery,https://docs.google.com/spreadsheets/d/1pE3muUSg75-lPp8RoKBq4WrOIkdNWW4Pe1izsvTeumk,13230,No
146,2694,Tour de Bon Ton BV,Date of Delivery,https://docs.google.com/spreadsheets/d/1Y41SOBi8yEkWaHW5g-aQTUsAKTIVClYcxKiulhyTXSk,13231,No
147,2655,Southern Cross Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1hMEb0HlgqBXlp45puLsXuMjVgYpX2iAApqJJN4FKsQw,13232,No
148,2300,Prague Best Experience,Date of Delivery,https://docs.google.com/spreadsheets/d/1GzBtkQZ1vHg7-FY4-vZnzw1mh2Vi3sE1yn1kEhrg9EA,13233,No
149,1079,Castlexperience,Date of Delivery,https://docs.google.com/spreadsheets/d/1Jz57LuJSqqLZwhHan7A3MAtMovE1AaCL4Oar7JJW_uY,13234,No
150,2770,Verein Architekturerbe Österreich,Date of Delivery,https://docs.google.com/spreadsheets/d/1zJnJWbW-LAiCpcSkvW-zXF4XkxzZmkKtqqwINqrSUFQ,13235,No
151,2050,Nofrills Excursions S.L.,Date of Delivery,https://docs.google.com/spreadsheets/d/1n_DQMjOEP4NhLwkRDvHTmhzkawHLAUxtg6jZosqvMeM,13236,No
152,2693,Fietsenmakerij MacBike B.V. (MacBike Bike Rental),Date of Delivery,https://docs.google.com/spreadsheets/d/1JWTB8MxIliMWnwNAUAKD1YSMdiU0uCSFZ_rR9wViBgk,13237,No
153,2343,Skydive Switzerland GmbH,Date of Delivery,https://docs.google.com/spreadsheets/d/1Ecow9BcBcR_MSSK81jkZ8pAJ59fNZvDk0lBN6-5kCzQ,13238,No
