,0,1,2,3,4,5
25,1778,ExperienceFirst,Date of Delivery,https://docs.google.com/spreadsheets/d/1YBsT1piMSmhR0dW7cJjraBLcj92O7U69W3MDRR0Fjv8,12593,No
26,1655,Museum of Illusions,Date of Delivery,https://docs.google.com/spreadsheets/d/1aj63UsGiQFka8RL44PK_5QO7nhRhCtZ6BgdDhmHPKnU,12594,No
27,1986,Bosphorus Tour,Date of Delivery,https://docs.google.com/spreadsheets/d/1-6jyNCTKisI5zFWfG4GbT7oTVfho6CLmf_OJZ_yEZ0s,12595,No
28,215,Oberoi Cruise,Date of Delivery,https://docs.google.com/spreadsheets/d/16LnmPBRRlEZWjIr6omUTuy6IPM9WK2qRZ6WuUExHvkY,12596,No
29,1884,Andalucia Experiences,Date of Delivery,https://docs.google.com/spreadsheets/d/1E5Fr4o-7t1pGJXdr_vzEkHCfc3GCCNICy1SCL0fQQ5I,12597,No
30,2651,Royal Tours Krakow,Date of Delivery,https://docs.google.com/spreadsheets/d/1A7XsFpfp1Aa7yUop_TzimnAHslRYz8Eg2nRDNHQlzS0,12598,No
31,1444,Big Bus Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/12UsNivB0X3a6zVP9mwFui72I_F4-yaA9VPgTtJlb_58,12599,No
32,1015,Green Line Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1ie5gGBHNkTGNnSEf89ayPjC955mTJ0zz7yY53B6Y6Xo,12600,No
33,2657,Carpe Diem Rome,Date of Delivery,https://docs.google.com/spreadsheets/d/1EY2518IqWIv_jm-5oQjDbvozCQF-rUPTm9wHa_HHuk8,12601,No
34,2620,Athens Walks Tour Company,Date of Delivery,https://docs.google.com/spreadsheets/d/1JTOd4HT3Ckg-OOCi8UVOMi5SH45Z4orSUzRfXzGuglU,12602,No
35,204,Xclusive Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1deNko5v95HVADSYKJ-dzQiJmajjg-qNEzjghKEZPJGk,12603,No
36,2571,Genius srl,Date of Delivery,https://docs.google.com/spreadsheets/d/1dUxUGV3ipchCu148kWBDOo2bJY6I5N3XbNtu_00OmJ4,12604,No
37,2018,Fun in Prague,Date of Delivery,https://docs.google.com/spreadsheets/d/1_Jj3kMwfO2qwZcnWcaVYbSC-I9quBLm0hjeg242GD9w,12605,No
38,1680,RADIUS TOURS,Date of Delivery,https://docs.google.com/spreadsheets/d/1c3uprZt-G8AxXURnbhR9LFJ_HL6qaXWNsyCd8kc_HaY,12606,No
39,2124,Compagnie des Alpes - Grévin Museum,Date of Delivery,https://docs.google.com/spreadsheets/d/1TfAdDH160Qf6OKDrtARpWZR5uY6w_wSNXoqxwi84q6c,12607,No
40,2236,All Poland Sp. zoo,Date of Delivery,https://docs.google.com/spreadsheets/d/1NpInEkZrLr_wRnVwlVkCBkzRu1tvtJUrJ2DjoUr198E,12608,No
41,1520,Bateaux Parisiens,Date of Delivery,https://docs.google.com/spreadsheets/d/1NYl0oABm3QhWWoR1ERTZZpAzeRV5FckxTChGlxTs-TU,12609,No
42,2602,Sights of Athens,Date of Delivery,https://docs.google.com/spreadsheets/d/1XkBFAju4heVOCWhLKQ2Qcyd0ufhAM4s08Py3UEEnC1A,12610,No
43,1123,Paradis Latin,Date of Delivery,https://docs.google.com/spreadsheets/d/1o4mY_8himyuzqwr-x-cnwA_WzXG6L18KJxp-Kb8Vz0U,12611,No
44,1737,See Your City,Date of Delivery,https://docs.google.com/spreadsheets/d/1YU3vS63H61QOCa7ADfjdpt913GQ56S_t55LrGKpkkh4,12612,No
45,2691,AT Cracow s.c.,Date of Delivery,https://docs.google.com/spreadsheets/d/1MEhCz90ChiB9_ZbbsEtPon2emzQMoEO4nHrVAgNgRoE,12613,No
46,2233,Transylvanian Wonders SRL,Date of Delivery,https://docs.google.com/spreadsheets/d/1H8PE62aJnjopZXRk1RbGlb0YPOvkh-aLYLEfe1h8uOA,12614,No
47,2717,King River Rafting,Date of Delivery,https://docs.google.com/spreadsheets/d/1B3-BZ-3xk-EOuNOjsX6Tcpybqe7dsaZ5yFnjjzFABHc,12615,No
48,2340,Bonorong Wildlife Sanctuary,Date of Delivery,https://docs.google.com/spreadsheets/d/1uyMs77apEGlvScflePhXMxQdAFsrBnwx08FFfZmNckc,12616,No
49,2613,Moco Museum,Date of Delivery,https://docs.google.com/spreadsheets/d/1LYtWXfc8Sl6PvBtzeOd928kOQpzJ9aRk5HGwOJLRsCg,12617,No
50,2343,Skydive Switzerland GmbH,Date of Delivery,https://docs.google.com/spreadsheets/d/17lSHZv2CY1RbKFr8-v5P7zubbh18MEmFbGB4rKL2lwQ,12618,No
51,2104,Turismo Torino e Provincia	,Date of Delivery,https://docs.google.com/spreadsheets/d/1qpdec-eKZtJcSelJ6k7k_EJtdCaBCIbIUXT7agz0taY,12619,No
52,1569,Love Boats,Date of Delivery,https://docs.google.com/spreadsheets/d/1MjGN3dNZKnkTy_5rJhjvBTnL3G3k7WqcUQ7ACj-wMww,12620,No
53,2787,Holland Ticket Services,Date of Delivery,https://docs.google.com/spreadsheets/d/1RJcRqCdwmOx-1T7pRL4qihbxkw1ScLPIkZHFqV2YsEQ,12621,No
54,1632,Baisan Travel LLc,Date of Delivery,https://docs.google.com/spreadsheets/d/1PVBYRaLZ6XVj2YrktOlRLMbJfdoVNspBbYf4Bi9v5go,12622,No
55,2167,VoX SpA,Date of Delivery,https://docs.google.com/spreadsheets/d/1bWPE_UAOss7YkpoXVPOqZz_THPmAHHyCL0jW-QRCK7w,12623,No
56,2082,CENTRE ESPORTIU MANACOR S.L,Date of Delivery,https://docs.google.com/spreadsheets/d/13VFav6zu6oO32X_J_3qFfl-gP6dZno2Bi6GfVdrYbpU,12624,No
57,1525,Bucintoro Viaggi,Date of Delivery,https://docs.google.com/spreadsheets/d/1MudILCijuTz1AR1c2_Slfhc0vaNi4Qp-vXto8bIYABY,12625,No
58,2349,The Aquarium of Western Australia,Date of Delivery,https://docs.google.com/spreadsheets/d/19kWnzc7N-UwMo0dEhijJ3Ex4ZUurvDbXd5AGYcnY4OU,12626,No
59,1412,Heli NY,Date of Delivery,https://docs.google.com/spreadsheets/d/1IeuXdRENsugTva7wzWEaCbZf6t7K1tVqIsutsbvPogo,12627,No
60,2774,Het Scheepvaartmuseum (The National Maritime Museum),Date of Delivery,https://docs.google.com/spreadsheets/d/1vZ6HSjjn3scfAb8P5avHWsrAR0Rc1SSKgaQRKOc7qGo,12628,No
61,1996,Cityrama - Grayline Portugal,Date of Delivery,https://docs.google.com/spreadsheets/d/1GICgcd74h1PddGlTAb53dyeUJX-LAKOWY4wHJwL9xro,12629,No
62,2679,Margaret River Region Caves and Lighthouses,Date of Delivery,https://docs.google.com/spreadsheets/d/19q09XmZZtXTwChdkEYLmEpT5zeOYJQUWJDIc7BCO_PI,12630,No
63,1526,SIT Shuttle,Date of Booking,https://docs.google.com/spreadsheets/d/1TbYInuHfN3hi_D1QRw7JN7QPEtOtL9CXqThXisq0nlo,12631,No
64,2751,Moco Museum Barcelona S.L.,Date of Booking,https://docs.google.com/spreadsheets/d/1FaX_jyuqgGflawS3OawVqvcUsK6Us2DdnGCSIin94Ko,12632,No
65,2231,TravelMaker Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1VdQQadgFmbLFyhLBI_xXHt3Sek6YqHnQSY-uEiHWpOI,12633,No
66,1846,NHUE- Visit Granada,Date of Delivery,https://docs.google.com/spreadsheets/d/11-JTCdDX70oeC6wBb14LpefKJFbS_DKstRD3TewOOyc,12634,No
67,1977,Melbourne River Cruises,Date of Delivery,https://docs.google.com/spreadsheets/d/14-J5p6U5DkLAjqMnApxV73Mq9ry23gRh5JCp4ES6V9g,12635,No
68,2200,Jungfraubahnen Management AG,Date of Delivery,https://docs.google.com/spreadsheets/d/1y5MTFY6i_0MGoY82lqkMdYph1hkPSnDJ_R7P-5Eduu0,12636,No
69,2737,Irukandji Shark & Ray Encounters,Date of Booking,https://docs.google.com/spreadsheets/d/1qTyUV1421RcYi3ydbgibDJ9252DvRa3z9njVJqLg5U0,12637,No
70,2241,Vidi Guides,Date of Delivery,https://docs.google.com/spreadsheets/d/1IUcEsQy-rUWmmsB1kh3EqCbvQrPAu2xCi-ZG4G-3POc,12638,No
71,1395,My Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1LmJCGDfU0cb5tj4XBlUJXn2nBgouOW-8Y3oT-zHQIEc,12639,No
72,2667,Flavio's Journeys,Date of Delivery,https://docs.google.com/spreadsheets/d/1zZByeMekdKxKBWUTHNs1SrydF-yArVsvWCZY2j1NHsE,12640,No
73,2740,CINEAQUA,Date of Delivery,https://docs.google.com/spreadsheets/d/1kHCplrxsQ4JO85YsKsJc_VSNoXqToDxX30fX1EDL6p4,12641,No
74,2736,Sea West,Date of Booking,https://docs.google.com/spreadsheets/d/1x2UMjly349oy0_RgGgjPNYPlhrEjBOvCLN_X5LYSt9U,12642,No
75,2099,Casa Natal Pablo Picasso,Date of Delivery,https://docs.google.com/spreadsheets/d/1HFwWv1aYL5GA28LHaZzhLM8qdStpKoOqtAQd-a--W7A,12643,No
76,2576,Etna and Sea di Andrea Giuseppe Lo Bue,Date of Delivery,https://docs.google.com/spreadsheets/d/15ILeoIgbxkFNnkWz5XqfZM42X0_Da57pmSV0e3V2dVk,12644,No
77,2764,Batobus,Date of Delivery,https://docs.google.com/spreadsheets/d/1DClnHBGsVA7KlOxbCL9jDcOsYYZ9VMR40-CO6EkkBZw,12645,No
78,2159,ExperienceFirst_NYC,Date of Delivery,https://docs.google.com/spreadsheets/d/1WBb8HIFI0xvOTCF4YilWfZfE1cBqjjR4sC8nfeEX7gs,12646,No
79,2601,Wildlife Coast Cruises,Date of Delivery,https://docs.google.com/spreadsheets/d/1F6HwPc9Z3tA9Iu-4MBIysLh_4gSpThPQub2UlnC-vG0,12647,No
80,2624,Bushwacker Eco Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1C4n_O22yzlyPjmCf2bPGsFUVtkwaYWsYrGecet1ncYs,12648,No
81,1768,Amsterdam&Partners,Date of Delivery,https://docs.google.com/spreadsheets/d/1eHD1P0J4oeOYGDKuwiiiCMSAoLQQN4LLnWVBhy8LaBk,12649,No
82,2623,Quack'R'Duck,Date of Delivery,https://docs.google.com/spreadsheets/d/1KvyQL0-zhbHaTbseHTjxsf6tDBGeyrNgeJNHyn1iOa4,12650,No
83,2354,Shoreline Sightseeing,Date of Delivery,https://docs.google.com/spreadsheets/d/1djwwNJlf2qdXjC3wXR8hmKciGOLLefnYGmw6x4UaCvE,12651,No
84,1994,Inside Lisbon,Date of Delivery,https://docs.google.com/spreadsheets/d/19UbIRvDXakCLMqov_azw7PXQf0SMttujR0ZMO9L99Nw,12652,No
85,2773,Air Service Berlin CFH GmbH,Date of Delivery,https://docs.google.com/spreadsheets/d/1O8jilxtLzDyE5hVPoSlInYfdP6sh5kn1SYRi0Z8Eebs,12653,No
86,1433,Thames Clippers,Date of Delivery,https://docs.google.com/spreadsheets/d/11jeTF7uSN4jdGohl7b6rAQxa_E1zLmMyfB_BEiFyFEo,12654,No
87,2590,Meteora Trip,Date of Delivery,https://docs.google.com/spreadsheets/d/1IEvI4ZEeJ4cRZC4BSi2T5JKCtLBWDaolnXwoVAkgYfU,12655,No
88,2321,Thousand Miles Krakow,Date of Delivery,https://docs.google.com/spreadsheets/d/1NfxH2MMJ3yIlRHGT55eJKxpSr1Z71dCLpDUPvkbPG9E,12656,No
89,2578,Ways Srl,Date of Delivery,https://docs.google.com/spreadsheets/d/1bm8Ii_dIlGA2Dvdb6i_KW8XVfQaBmDNU_pVAI5T0ytM,12657,No
90,2661,SKYPARK CAIRNS BY AJ HACKETT,Date of Delivery,https://docs.google.com/spreadsheets/d/1YA0d38XfFUxsTzYxWw6cmKd3aWq4TTgVBAFKQ2g8x3c,12658,No
91,2171,Global Tours and Tickets,Date of Delivery,https://docs.google.com/spreadsheets/d/1TJmBQBff3igWHWw1zWhf8s7OA_fXUW1M45540sevyU4,12659,No
92,2561,Thriller Miami LLC,Date of Delivery,https://docs.google.com/spreadsheets/d/143fDEJq_KANL67PHaZK6VWFjghnFPJyCczWtMLw-X0Q,12660,No
93,1006,City Cruises,Date of Delivery,https://docs.google.com/spreadsheets/d/1Osioi8cwh27udzhgWTBf9EwsLUFo2ETxvGzAlDVQJgc,12661,No
94,2648,Australian National Maritime Museum,Date of Delivery,https://docs.google.com/spreadsheets/d/1iovhZpSAmvZ5S_8d__IH-PqdwjzgIcBskFIxLhkVabY,12662,No
95,1807,Sealink Captain Cook Cruises,Date of Delivery,https://docs.google.com/spreadsheets/d/1gJ7hJ7v87r5I80WOoxGqBXiSIqzHTIhDVzv2WZfYQQc,12663,No
96,2232,Eastern European Experience,Date of Delivery,https://docs.google.com/spreadsheets/d/1vbIIvhN42uLqWpi3zOz65UyTJMIzr0iOlO9nYVJvWl0,12664,No
97,1517,CITY RAMA Hungary,Date of Delivery,https://docs.google.com/spreadsheets/d/1aWSp_h_UkM8ivA2bBGMAtDyDZe5mWtcOhgyRI5HAkxw,12665,No
98,2316,Palacio de las Dueñas,Date of Delivery,https://docs.google.com/spreadsheets/d/12JQuz6x81Dg2VrOV405dK3i28hAW4EnzmSdb0qU56PE,12666,No
99,2690,Mary Valley Rattler,Date of Delivery,https://docs.google.com/spreadsheets/d/1w_16u2Ryr3DZatCtwZxPc7JiEk_Zuu_j5o8EYxrwgW0,12667,No
100,2650,Pennicott Wilderness Journeys,Date of Delivery,https://docs.google.com/spreadsheets/d/1zB_wbOCvYiBnMcfZ_9WLHho89VaiUl-e5_KlcoCNO5o,12668,No
101,2065,Askos Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1OMUq5SmU-qYnjYaB7Cf7Clsyt2YZEZOfGKpzNKxcSp0,12669,No
102,2584,Amsterdam Boat Cruises,Date of Delivery,https://docs.google.com/spreadsheets/d/17S0ZpGgG6hj74XKRirSGLucGhhmP0U9U52SsDwxDOdc,12670,No
103,2239,Paragliding Interlaken GmbH,Date of Delivery,https://docs.google.com/spreadsheets/d/1BjV4OH30BeKgNaIKm9H7CuVYbUwKVD-NxeWKmd3SahQ,12671,No
104,2558,Emo Tours Egypt,Date of Delivery,https://docs.google.com/spreadsheets/d/1QbWs5sYLTIMZ9SzmKOTuAxm-Xs9IyciGGOBJi5I7Cbk,12672,No
105,1536,Get Prague Guide,Date of Delivery,https://docs.google.com/spreadsheets/d/1iyftX_yjaCLHwCJ06gjMsnENiVGdlCT12xFPdnx9CdU,12673,No
106,1540,Prague Boats,Date of Booking,https://docs.google.com/spreadsheets/d/1rebjayil-m5Cw1Btmtea2ZG5mJEVQtyarFSZk6JS8gM,12674,Yes
107,1806,Tours About,Date of Delivery,https://docs.google.com/spreadsheets/d/1cHiL02C53Rdnd4KFUrARZzrv56pS4RE9FWHNkjDKmaE,12675,No
108,1813,Italy Pass,Date of Delivery,https://docs.google.com/spreadsheets/d/1rbpJQNnJks_72AtIZvpAMBOHsvdwM9xHApXXHInxs0w,12676,No
109,1827,Royal Botanic Gardens Kew,Date of Booking,https://docs.google.com/spreadsheets/d/1SwMFZRTkNOW8EkHY1s-vFFavjyW5T1BHSZlGHRBsbTI,12677,Yes
110,1842,PrioMarket,Date of Delivery,https://docs.google.com/spreadsheets/d/1oks1NKmUTid72fofyeBCMCoB9ML3UbjPO03JxXqZTCg,12678,No
111,2103,C Way,Date of Delivery,https://docs.google.com/spreadsheets/d/1Vn2Oayf6G33ouSqxZoqM24Gd8HbYe-4nmDb5kj7Hd5U,12679,No
112,1855,Touristation,Date of Delivery,https://docs.google.com/spreadsheets/d/164bxYrP2XrxCJUgagB7BkkGgrEvK9qfzxg5gMF9Cmnk,12680,No
113,1860,KrakowBooking,Date of Delivery,https://docs.google.com/spreadsheets/d/1b7-puTrAmGy0jaWkhqKGkH-0yx6plWXL9pE_QFnEmKs,12681,No
114,2119,Super Cracow,Date of Delivery,https://docs.google.com/spreadsheets/d/1crMTgo91QG7AopdDrROtfwgHjTfoQnwskqsrPe4pscw,12682,No
115,1864,NHUE Experience Bank,Date of Delivery,https://docs.google.com/spreadsheets/d/1eDGgkDDDEjXHBRtmML1g9HhASO_Jkt9Eo8QMvDFAu9c,12683,No
116,1625,Maya Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1NVPIQbAf62X-3Q8AryuktPAqMJRxTBnDDTjWK59ZXZc,12684,No
117,2649,D'Uva srl,Date of Delivery,https://docs.google.com/spreadsheets/d/1ld65Zr-XerEy2kx8V2N2vZj_F99YRUV4CukDm3gat0A,12685,No
118,1633,IBE Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/179H6slpQMMHMyF0u_5fh7UrHh-zNKJwPNcc22tKbHzo,12686,No
119,2146,Naturanda,Date of Delivery,https://docs.google.com/spreadsheets/d/1zfBtFIe32RqHTsHsSkny69aq7pkxA-hJJmnUVRmsiMQ,12687,No
120,1384,Turisme de Barcelona,Date of Delivery,https://docs.google.com/spreadsheets/d/1T_KNPkYx5Qc3fNUiUbASWLKP0oWtmaCdJR3JwbyhAjI,12688,No
121,1897,Tourism Business Development 360 S.L (Tours For Today),Date of Delivery,https://docs.google.com/spreadsheets/d/1aXH0M_icU5GVevaqlx_7XbDP75J6tcju9EiBzfHTtCE,12689,No
122,2164,Istanbul Tourist Pass,Date of Delivery,https://docs.google.com/spreadsheets/d/1bRnbvhMVvxw4ECCqw_dye_704n8oyZ0EMhu1C_F2cqk,12690,No
123,1400,Ski Dubai,Date of Delivery,https://docs.google.com/spreadsheets/d/1_Vp9mKIMtgyHAVxewIK_QV1P8UGjcc5-Hizzs9-wSa4,12691,No
124,1414,LINDBERGH TOURS,Date of Delivery,https://docs.google.com/spreadsheets/d/1U3Dc0euNlYsWkG4W2RC25JXCVq-fUaX6TQ9DZw1LlY4,12692,No
125,1415,911 Memorial,Date of Booking,https://docs.google.com/spreadsheets/d/1bY4wbug4iJEh3wHaT6A0vJV7GM8v0qzKDGcvCsRa92k,12693,Yes
126,2183,English Heritage,Date of Delivery,https://docs.google.com/spreadsheets/d/1Glm-s7GSq8VTGrH7_-crLMgd_eu8ZTgcXxISaeQIyIw,12694,No
127,1933,Crown Tours SRL,Date of Delivery,https://docs.google.com/spreadsheets/d/1sZQLwkXY6THVBk8DMwYWg2nCDaScEnQEDWPWDSuTraA,12695,No
128,1679,Veneranda Fabbrica del Duomo,Date of Delivery,https://docs.google.com/spreadsheets/d/1eDo8mePlU9aHFYBhXieaCsHbW-t3I9FLqurJHHijwIM,12696,No
129,1692,Oway Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1oJvAdBy35tkXzbgoYlDgAhY5422QVIGTJyEk5h9uH9o,12697,No
130,1710,Paris Trip,Date of Delivery,https://docs.google.com/spreadsheets/d/1RsOTDdfC3rF6P9iwuQGHup5NETTZHFt0aPSQsxFUdKw,12698,No
131,1720,Eureka Skydeck 88,Date of Delivery,https://docs.google.com/spreadsheets/d/1zQj3xYmwlf7JtqdpepaQvjMM6lyEhEdg-mH9awohxYI,12699,No
132,2747,DDR Museum Berlin GmbH,Date of Delivery,https://docs.google.com/spreadsheets/d/1Y7Lb5CP0QnIIJ625h14zp1xAA0FT5yUi_dlVg_3HlbQ,12700,No
133,1985,Istanbul Welcome Card,Date of Delivery,https://docs.google.com/spreadsheets/d/1bvYv4FbLf1jhRgLHIX6QB0Lb3JCFEM7hhjFhNgAQTFs,12701,No
134,1987,Clio Muse,Date of Delivery,https://docs.google.com/spreadsheets/d/1o9zJJeWFUUG7fGA3nfcZPKC1n-9A-ngHHotmySGifBg,12702,No
135,2762,Show me Italy,Date of Delivery,https://docs.google.com/spreadsheets/d/1KRge3t1pyg0mByh18nXWfIy3nYqIdiUkwYPULmQRViM,12703,No
136,207,Vox Mundi,Date of Delivery,https://docs.google.com/spreadsheets/d/1tObBwfafULhZ_u306G7Jh7djJUSfcRKIUo-EP1TNpxc,12704,No
137,213,Lido de Paris,Date of Delivery,https://docs.google.com/spreadsheets/d/1An1w5cMe3L3KN8r_JAkkCoTS0FhzDjjGv2iKF2LVqaE,12705,No
138,214,HB Group,Date of Delivery,https://docs.google.com/spreadsheets/d/1mFlc6Darl6dy6WBqR5ohh5No0gy6fdgl0G-d3JuB5FI,12706,No
139,1514,Venice City Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1QWe7Xdp6zXDDh-T8zotRFvaIX5uLqR4urzpEW-P6lz8,12707,No
140,1524,Carrani Tours,Date of Delivery,https://docs.google.com/spreadsheets/d/1z2t4TErm0cg4vikTlqoDzRXoJvcPEBZABQJ1cfT00wk,12708,No
